y_hat,y_hat_sigma,y_true,y_hat_mlp,y_true_mlp
0.1496175,0.026984751,0.0,0.07665225,0.0
0.90757424,0.027390255,1.0,0.99713945,1.0
0.96946406,0.009972936,1.0,0.9971251,1.0
0.18479079,0.033968806,0.0,0.1636564,0.0
0.8755876,0.032207638,1.0,0.93601304,1.0
0.25257027,0.055632,1.0,0.025960203,1.0
0.6798775,0.07361998,1.0,0.7023657,1.0
0.13014019,0.042726092,0.0,0.028792486,0.0
0.19110906,0.04601138,0.0,0.022277538,0.0
0.90426934,0.034210272,0.0,0.54250157,0.0
0.78473425,0.049341835,1.0,0.838217,1.0
0.32941562,0.071148306,0.0,0.13043477,0.0
0.08558859,0.026026329,0.0,0.08746478,0.0
0.9169074,0.023745496,1.0,0.9694956,1.0
0.5357057,0.06750067,1.0,0.67012894,1.0
0.8608553,0.036442693,1.0,0.84875345,1.0
0.12528723,0.023745038,0.0,0.23536891,0.0
0.7749169,0.07981572,0.0,0.3406911,0.0
0.8553461,0.038949024,1.0,0.8873828,1.0
0.109335154,0.029804524,0.0,0.04628103,0.0
0.45514858,0.07041537,0.0,0.32353625,0.0
0.86915535,0.050100826,1.0,0.6568553,1.0
0.8687926,0.040485926,1.0,0.6745465,1.0
0.66640675,0.08489333,1.0,0.9034642,1.0
0.123451136,0.023096232,0.0,0.025521852,0.0
0.8854783,0.03639094,1.0,0.3386568,1.0
0.97205216,0.012034378,1.0,0.96589,1.0
0.9669928,0.013668604,1.0,0.9950706,1.0
0.34232837,0.075403735,0.0,0.22988166,0.0
0.10061413,0.036486983,0.0,0.051395994,0.0
0.13726236,0.025645023,0.0,0.034260634,0.0
0.97131807,0.008952887,1.0,0.97686803,1.0
0.95490223,0.014525866,1.0,0.9644604,1.0
0.11889385,0.044380706,0.0,0.3537629,0.0
0.17842194,0.07164085,0.0,0.33075196,0.0
0.23628251,0.044594914,0.0,0.07009762,0.0
0.6352551,0.05940668,1.0,0.470618,1.0
0.92210627,0.02474945,1.0,0.9129698,1.0
0.7605872,0.06744551,1.0,0.55430216,1.0
0.7644387,0.05532003,1.0,0.87541974,1.0
0.08281821,0.018600572,0.0,0.019852266,0.0
0.6560765,0.05886333,1.0,0.5757373,1.0
0.13927992,0.04879669,0.0,0.23121649,0.0
0.10339482,0.040201887,0.0,0.050176933,0.0
0.14972772,0.027350742,0.0,0.052758552,0.0
0.9845069,0.006678183,1.0,0.9961856,1.0
0.12945312,0.03472683,0.0,0.45986858,0.0
0.9636714,0.013129303,1.0,0.959618,1.0
0.9416913,0.018894084,1.0,0.9692811,1.0
0.15732628,0.057094257,0.0,0.03228986,0.0
0.89796257,0.03007919,1.0,0.9362157,1.0
0.26418525,0.06251093,0.0,0.2861563,0.0
0.82134384,0.047133103,1.0,0.8944911,1.0
0.27123827,0.055598207,0.0,0.22483109,0.0
0.10114695,0.028350882,0.0,0.027136551,0.0
0.70687044,0.05867583,0.0,0.93148726,0.0
0.92773724,0.022000603,0.0,0.89641607,0.0
0.5080777,0.08260418,1.0,0.730656,1.0
0.13402581,0.024699772,1.0,0.050651975,1.0
0.67576003,0.111054204,1.0,0.86581635,1.0
0.12879685,0.038887996,0.0,0.1329792,0.0
0.5722062,0.07636939,0.0,0.40271035,0.0
0.3977842,0.08665404,0.0,0.35223418,0.0
0.88340527,0.038756575,1.0,0.7155404,1.0
0.24568023,0.05983222,0.0,0.04710508,0.0
0.20833169,0.05726824,0.0,0.14009267,0.0
0.8966039,0.027404496,1.0,0.93063945,1.0
0.12332297,0.023254856,0.0,0.1529341,0.0
0.07982965,0.02340469,0.0,0.082812585,0.0
0.57897925,0.08226925,1.0,0.74886215,1.0
0.6953534,0.068215236,0.0,0.81637245,0.0
0.89710325,0.030500652,1.0,0.90889025,1.0
0.95517224,0.020129347,1.0,0.8371035,1.0
0.4450822,0.09084471,0.0,0.5865682,0.0
0.07841568,0.023145337,0.0,0.06775149,0.0
0.64105874,0.08747713,1.0,0.3918174,1.0
0.11766045,0.022600243,0.0,0.13714275,0.0
0.9200703,0.029880214,1.0,0.6033918,1.0
0.9808783,0.0068422994,1.0,0.99342537,1.0
0.8985502,0.03533664,1.0,0.71084404,1.0
0.41911593,0.099571325,1.0,0.09162012,1.0
0.14998981,0.026915394,0.0,0.11692144,0.0
0.1777825,0.050265606,0.0,0.3240816,0.0
0.13466959,0.03569201,0.0,0.024395822,0.0
0.8808884,0.03267591,1.0,0.92669797,1.0
0.3702431,0.079051755,1.0,0.54402614,1.0
0.9475728,0.019619122,1.0,0.860262,1.0
0.97276044,0.010169138,1.0,0.9070573,1.0
0.12859471,0.024576478,0.0,0.12545791,0.0
0.86553997,0.048708778,1.0,0.5711746,1.0
0.44059244,0.081397675,0.0,0.19741961,0.0
0.50170106,0.09171673,1.0,0.43566802,1.0
0.22907722,0.06813292,1.0,0.7981143,1.0
0.30957395,0.06455882,1.0,0.22612616,1.0
0.6048871,0.07725162,0.0,0.42481235,0.0
0.89996505,0.038990807,1.0,0.92072916,1.0
0.8846761,0.043304354,0.0,0.86865866,0.0
0.76391935,0.059738122,1.0,0.5228335,1.0
0.51545835,0.07786129,0.0,0.80064094,0.0
0.7844888,0.06836254,0.0,0.86725533,0.0
0.35497782,0.07378804,0.0,0.21358435,0.0
0.94037765,0.020214882,0.0,0.7945697,0.0
0.92670655,0.021111505,1.0,0.9442272,1.0
0.10313846,0.021327155,0.0,0.17625228,0.0
0.5577509,0.08361663,1.0,0.6590353,1.0
0.1297539,0.024555165,0.0,0.20313668,0.0
0.91241854,0.022739576,1.0,0.8636429,1.0
0.8481208,0.045748953,1.0,0.9823391,1.0
0.12570415,0.023787724,0.0,0.21269199,0.0
0.2567101,0.0750911,0.0,0.12804528,0.0
0.9199996,0.024662595,1.0,0.95500517,1.0
0.48284376,0.07947565,0.0,0.3205671,0.0
0.7192398,0.06653917,0.0,0.80846334,0.0
0.10938623,0.021240177,0.0,0.10362882,0.0
0.12929966,0.024319509,0.0,0.2022684,0.0
0.079352625,0.018350288,0.0,0.059811708,0.0
0.21661094,0.06915608,0.0,0.4109541,0.0
0.5645947,0.06689735,1.0,0.31234065,1.0
0.45185435,0.0794762,1.0,0.62389547,1.0
0.46027818,0.065465204,1.0,0.6239752,1.0
0.12440114,0.023504127,1.0,0.075293325,1.0
0.772245,0.07323481,0.0,0.9123199,0.0
0.12080166,0.022924552,1.0,0.06407571,1.0
0.31346178,0.06964032,0.0,0.1279134,0.0
0.6858276,0.06778716,0.0,0.6192781,0.0
0.19836767,0.05111889,1.0,0.051319834,1.0
0.91527206,0.023601644,1.0,0.9433859,1.0
0.09972431,0.02964539,0.0,0.04345503,0.0
0.07338413,0.02060721,0.0,0.046562236,0.0
0.18501921,0.049612384,0.0,0.6467771,0.0
0.08986635,0.026255466,0.0,0.102645054,0.0
0.94942296,0.016297687,1.0,0.9900682,1.0
0.27123514,0.071466915,0.0,0.6568248,0.0
0.69779426,0.062186435,1.0,0.9169022,1.0
0.1580185,0.049110916,0.0,0.04585046,0.0
0.8693788,0.03937527,0.0,0.98261017,0.0
0.8945088,0.036318045,1.0,0.90016407,1.0
0.083162576,0.032197207,0.0,0.11347437,0.0
0.7757146,0.05433526,0.0,0.979917,0.0
0.23382261,0.06751778,0.0,0.15238349,0.0
0.50519246,0.09903414,0.0,0.5027413,0.0
0.118483044,0.023063306,0.0,0.07377712,0.0
0.5791136,0.08079775,1.0,0.70188916,1.0
0.10892865,0.03546722,0.0,0.14402735,0.0
0.23703818,0.057402242,0.0,0.1663246,0.0
0.49683452,0.05614393,0.0,0.57477874,0.0
0.23095977,0.053262282,0.0,0.1210095,0.0
0.15048929,0.028399069,1.0,0.08266221,1.0
0.8620752,0.034187883,1.0,0.8719566,1.0
0.94307226,0.02105459,0.0,0.9948527,0.0
0.67061746,0.09158475,1.0,0.4400755,1.0
0.54920506,0.0657754,0.0,0.741699,0.0
0.24328583,0.05510752,0.0,0.11862,0.0
0.98317736,0.0072446074,1.0,0.99873,1.0
0.06808129,0.021283159,0.0,0.091733634,0.0
0.37162343,0.069313414,0.0,0.49600914,0.0
0.11810718,0.034716196,0.0,0.08530005,0.0
0.93236005,0.018445242,1.0,0.9766449,1.0
0.16760823,0.047085274,0.0,0.27846542,0.0
0.5644546,0.08322458,1.0,0.9418602,1.0
0.34427112,0.07239937,0.0,0.42543575,0.0
0.1376305,0.03744687,0.0,0.8091985,0.0
0.37544695,0.07678772,0.0,0.25988185,0.0
0.43345484,0.07681173,1.0,0.37780052,1.0
0.65111995,0.059786785,0.0,0.9105125,0.0
0.24752028,0.07178731,0.0,0.14251207,0.0
0.6364867,0.061331708,0.0,0.9002085,0.0
0.2676488,0.06970667,0.0,0.22298357,0.0
0.214035,0.06598406,0.0,0.08644305,0.0
0.5008214,0.06959082,1.0,0.7633674,1.0
0.11092266,0.02763337,0.0,0.018787038,0.0
0.28194433,0.062995024,1.0,0.41130766,1.0
0.082635894,0.026610898,0.0,0.19841999,0.0
0.66183627,0.07313078,0.0,0.84981114,0.0
0.4591939,0.08773535,0.0,0.78271997,0.0
0.4563406,0.07236627,0.0,0.65059656,0.0
0.6364809,0.08288634,1.0,0.8472987,1.0
0.35376582,0.07176171,1.0,0.39654678,1.0
0.09713594,0.029947126,0.0,0.5555924,0.0
0.14494105,0.027454844,0.0,0.24731044,0.0
0.12570617,0.024080142,0.0,0.2485959,0.0
0.0743944,0.022984948,0.0,0.09477099,0.0
0.14991581,0.027403334,0.0,0.26700613,0.0
0.6509762,0.076471455,1.0,0.84097916,1.0
0.9230371,0.027144898,1.0,0.9845382,1.0
0.89380056,0.03404975,1.0,0.9961355,1.0
0.050252605,0.02856631,0.0,0.2489085,0.0
0.95327365,0.018923841,1.0,0.9777077,1.0
0.05946545,0.019998716,0.0,0.050429754,0.0
0.6985079,0.063013084,1.0,0.7713191,1.0
0.8494033,0.03512836,1.0,0.90945023,1.0
0.3097885,0.065269224,0.0,0.09392322,0.0
0.75474685,0.06535928,1.0,0.56794834,1.0
0.32620853,0.074653625,0.0,0.5362526,0.0
0.2105512,0.057769813,0.0,0.25063732,0.0
0.09718196,0.028142212,0.0,0.05241437,0.0
0.6403621,0.07389338,1.0,0.83638275,1.0
0.119957834,0.023104127,0.0,0.19030862,0.0
0.2537386,0.0549157,0.0,0.15241982,0.0
0.9605424,0.012768951,1.0,0.9829406,1.0
0.326657,0.071131214,1.0,0.08653377,1.0
0.81619513,0.045907926,1.0,0.69375384,1.0
0.14966781,0.026896132,0.0,0.22016822,0.0
0.8956284,0.028887851,1.0,0.97930086,1.0
0.9288612,0.028241012,1.0,0.952393,1.0
0.9621577,0.012845772,1.0,0.9923935,1.0
0.31593218,0.07711758,0.0,0.13808703,0.0
0.8958029,0.031096641,1.0,0.95932454,1.0
0.9140186,0.03313086,1.0,0.9171824,1.0
0.23817773,0.04056865,1.0,0.11612426,1.0
0.16391982,0.056297474,0.0,0.0060207616,0.0
0.19278045,0.050972406,0.0,0.046252016,0.0
0.779345,0.059901394,1.0,0.31650633,1.0
0.48130918,0.083876535,1.0,0.8685733,1.0
0.70819205,0.07599374,1.0,0.65289825,1.0
0.57022727,0.07935314,0.0,0.71646494,0.0
0.14666294,0.02650105,0.0,0.1482564,0.0
0.0763014,0.02355172,0.0,0.043689437,0.0
0.38166416,0.05804417,1.0,0.06633498,1.0
0.36702153,0.058693904,0.0,0.11792926,0.0
0.4183253,0.09835113,1.0,0.7292431,1.0
0.7818713,0.060739737,1.0,0.52009106,1.0
0.18754996,0.035853278,0.0,0.07201646,0.0
0.29680607,0.07064251,0.0,0.24611814,0.0
0.751846,0.05757211,1.0,0.55469245,1.0
0.74333805,0.07068608,0.0,0.7811314,0.0
0.1872625,0.05181054,0.0,0.13197315,0.0
0.49705556,0.09544664,1.0,0.9476823,1.0
0.083890386,0.02524736,0.0,0.07187286,0.0
0.6257966,0.08218386,0.0,0.929158,0.0
0.15981616,0.05207002,0.0,0.26515782,0.0
0.115581825,0.021672996,0.0,0.029718684,0.0
0.39241695,0.08860128,0.0,0.6869528,0.0
0.12126936,0.03392055,0.0,0.08926061,0.0
0.9888448,0.0057982844,1.0,0.99698997,1.0
0.8598425,0.035235018,1.0,0.9198535,1.0
0.09730467,0.037941672,0.0,0.16222288,0.0
0.9280533,0.020101346,1.0,0.94138235,1.0
0.37864605,0.07108998,1.0,0.33707476,1.0
0.2135533,0.040623255,0.0,0.06442735,0.0
0.42246908,0.07542072,1.0,0.76076466,1.0
0.961161,0.015591176,1.0,0.93678135,1.0
0.4622835,0.078128144,0.0,0.41644838,0.0
0.25742403,0.04979302,0.0,0.26115188,0.0
0.544558,0.087232664,1.0,0.4240289,1.0
0.276495,0.0687209,0.0,0.5989031,0.0
0.6144311,0.09106931,0.0,0.88892674,0.0
0.19852759,0.055442005,0.0,0.5111935,0.0
0.981916,0.006880844,1.0,0.9928508,1.0
0.40890405,0.09069397,0.0,0.241314,0.0
0.937738,0.02259505,1.0,0.9322505,1.0
0.53124577,0.07148469,1.0,0.49628234,1.0
0.2624401,0.04832538,0.0,0.075034104,0.0
0.07716356,0.023022521,0.0,0.030242229,0.0
0.22611402,0.06092639,0.0,0.49585938,0.0
0.98611534,0.007126249,1.0,0.9678735,1.0
0.6166444,0.06565361,0.0,0.15547839,0.0
0.1022896,0.037529655,0.0,0.18550752,0.0
0.14922884,0.053110737,0.0,0.3401393,0.0
0.23122275,0.061497625,0.0,0.14106505,0.0
0.9648499,0.01237648,1.0,0.8143789,1.0
0.97749746,0.008216142,1.0,0.9791812,1.0
0.13736194,0.026748667,0.0,0.114517145,0.0
0.48745757,0.067970015,0.0,0.5467742,0.0
0.1501409,0.026335841,0.0,0.10137794,0.0
0.09844534,0.040566772,0.0,0.15190238,0.0
0.10636678,0.029733416,0.0,0.072288185,0.0
0.23539184,0.06431906,0.0,0.770779,0.0
0.4454787,0.07384671,1.0,0.2965774,1.0
0.96933484,0.011994715,1.0,0.92750937,1.0
0.28478163,0.068610005,1.0,0.6500911,1.0
0.76862097,0.06439826,1.0,0.5762226,1.0
0.5269121,0.08772928,1.0,0.19878522,1.0
0.93842536,0.018291242,1.0,0.90971345,1.0
0.39699703,0.08488181,0.0,0.31562793,0.0
0.32372397,0.07957,0.0,0.3866795,0.0
0.17281573,0.03425918,0.0,0.26269585,0.0
0.94753337,0.018357983,1.0,0.98556757,1.0
0.89198077,0.029715776,1.0,0.7003276,1.0
0.22418022,0.05333371,0.0,0.29324147,0.0
0.9483752,0.017256282,1.0,0.9865051,1.0
0.9462124,0.017775198,1.0,0.9906198,1.0
0.63190603,0.07913606,1.0,0.6930825,1.0
0.214074,0.056890007,0.0,0.05488702,0.0
0.076254405,0.019194819,0.0,0.029098978,0.0
0.14364898,0.03781978,1.0,0.34088576,1.0
0.2336919,0.07816101,1.0,0.20343794,1.0
0.8287557,0.03824668,1.0,0.8828828,1.0
0.13938673,0.02624474,0.0,0.40040007,0.0
0.95114833,0.01778352,1.0,0.9938645,1.0
0.7670041,0.054431237,1.0,0.9072271,1.0
0.7442523,0.057237316,0.0,0.9508664,0.0
0.21376224,0.060024295,0.0,0.23620851,0.0
0.08234086,0.02126961,1.0,0.065470956,1.0
0.7543747,0.06237418,0.0,0.22122884,0.0
0.18355827,0.036458954,0.0,0.31325933,0.0
0.23488905,0.04157965,0.0,0.4134726,0.0
0.72874737,0.07443132,1.0,0.15984131,1.0
0.11225811,0.031592607,0.0,0.050771084,0.0
0.1443606,0.026689865,1.0,0.10958752,1.0
0.74888813,0.04628688,1.0,0.6669598,1.0
0.73071384,0.06339647,1.0,0.92505544,1.0
0.3797333,0.092572644,1.0,0.70995706,1.0
0.9538878,0.0155368075,1.0,0.9891833,1.0
0.9440883,0.021177437,1.0,0.9964889,1.0
0.13164102,0.02436544,0.0,0.13284087,0.0
0.067328736,0.020963212,0.0,0.036543485,0.0
0.4869586,0.07752764,0.0,0.41107464,0.0
0.15280798,0.042847984,0.0,0.014469269,0.0
0.3579002,0.084186375,0.0,0.105292216,0.0
0.08587105,0.01922161,0.0,0.05324629,0.0
0.35139996,0.075065315,0.0,0.77211267,0.0
0.48319605,0.08956985,1.0,0.5402893,1.0
0.92485744,0.024339233,1.0,0.9910535,1.0
0.7506566,0.04928044,0.0,0.8717712,0.0
0.3917485,0.08249089,1.0,0.09247975,1.0
0.89281464,0.048545618,1.0,0.24980411,1.0
0.010452129,0.0080058975,0.0,0.33144188,0.0
0.34682018,0.063511565,1.0,0.41342333,1.0
0.8359025,0.045909673,1.0,0.6768454,1.0
0.17623335,0.03294239,0.0,0.1307789,0.0
0.95865947,0.012108128,1.0,0.9742426,1.0
0.44317472,0.07406261,0.0,0.3525779,0.0
0.94688654,0.018889336,1.0,0.91870934,1.0
0.8714952,0.032059055,1.0,0.95142275,1.0
0.7669476,0.06556345,0.0,0.31668568,0.0
0.77687645,0.051262315,1.0,0.91830623,1.0
0.13834888,0.04275501,0.0,0.051147692,0.0
0.84716934,0.04094194,1.0,0.956638,1.0
0.15025587,0.027266638,0.0,0.1442459,0.0
0.22912544,0.053310487,1.0,0.07772315,1.0
0.65697986,0.07957421,1.0,0.5719788,1.0
0.90548056,0.030594634,1.0,0.9538306,1.0
0.55848587,0.07711915,0.0,0.44732726,0.0
0.1267858,0.024210881,0.0,0.13667548,0.0
0.6720425,0.08383396,1.0,0.47100544,1.0
0.0815039,0.023197502,0.0,0.08252109,0.0
0.2575116,0.05562783,1.0,0.4576464,1.0
0.23189616,0.062058646,0.0,0.24517581,0.0
0.102366425,0.020901369,0.0,0.029731173,0.0
0.8898522,0.03229935,1.0,0.964535,1.0
0.81186515,0.053709302,1.0,0.6484701,1.0
0.9772094,0.011540456,1.0,0.98991865,1.0
0.9691398,0.011718628,1.0,0.98038906,1.0
0.21596375,0.034857344,1.0,0.03822691,1.0
0.61322117,0.07409116,1.0,0.45187056,1.0
0.13953522,0.028810225,1.0,0.057241507,1.0
0.6770646,0.07460796,0.0,0.8215705,0.0
0.05698082,0.017240435,0.0,0.019562162,0.0
0.08665009,0.026402546,0.0,0.0027431415,0.0
0.7837835,0.050318453,1.0,0.458579,1.0
0.9154264,0.02533477,1.0,0.90661985,1.0
0.8548918,0.052525822,1.0,0.87353474,1.0
0.9501332,0.020387651,1.0,0.9657146,1.0
0.27056628,0.059066515,0.0,0.08970545,0.0
0.48276293,0.09139284,0.0,0.7117592,0.0
0.29175735,0.055171616,0.0,0.05053391,0.0
0.51620364,0.0705914,1.0,0.7444885,1.0
0.942299,0.02662727,1.0,0.9427049,1.0
0.35663214,0.046653077,0.0,0.20344514,0.0
0.15080765,0.05444733,1.0,0.030933784,1.0
0.7628425,0.06330658,1.0,0.661021,1.0
0.16599089,0.036535155,0.0,0.040357754,0.0
0.6401946,0.072164536,1.0,0.73582745,1.0
0.926812,0.024760772,1.0,0.89160305,1.0
0.5844163,0.07180622,0.0,0.13565826,0.0
0.9017582,0.029188609,0.0,0.95944303,0.0
0.059050817,0.019902514,0.0,0.06131852,0.0
0.07380542,0.025142869,0.0,0.092613675,0.0
0.78687763,0.055047024,0.0,0.7545702,0.0
0.082427956,0.027939064,0.0,0.057467084,0.0
0.5555232,0.07709968,1.0,0.29385528,1.0
0.9876122,0.005554753,1.0,0.99879754,1.0
0.2579937,0.0410685,0.0,0.17612393,0.0
0.8724217,0.032412365,1.0,0.97786796,1.0
0.08910272,0.027252104,0.0,0.30065253,0.0
0.14972968,0.055786192,0.0,0.12339321,0.0
0.90402246,0.03157002,1.0,0.92798984,1.0
0.9092869,0.026755366,1.0,0.92978543,1.0
0.1251934,0.025756244,0.0,0.092181854,0.0
0.3049929,0.066638276,0.0,0.22798456,0.0
0.33342567,0.075522706,0.0,0.4317082,0.0
0.86461836,0.039299082,0.0,0.7208192,0.0
0.8338782,0.051393453,0.0,0.4477515,0.0
0.14970228,0.02718418,1.0,0.2463863,1.0
0.8966043,0.037932176,1.0,0.950362,1.0
0.95348907,0.015503201,1.0,0.9747122,1.0
0.080427386,0.017844476,0.0,0.06487018,0.0
0.86266583,0.041984275,0.0,0.7531831,0.0
0.1292527,0.02508534,0.0,0.22313313,0.0
0.75942177,0.05871932,1.0,0.5151304,1.0
0.9629501,0.013578777,1.0,0.9632551,1.0
0.78665,0.051659368,1.0,0.17326832,1.0
0.3533755,0.07443695,0.0,0.27843213,0.0
0.24406482,0.05579636,0.0,0.15007903,0.0
0.70168513,0.0671298,1.0,0.6459469,1.0
0.59416574,0.08408546,0.0,0.5671507,0.0
0.7664081,0.07636795,1.0,0.83548987,1.0
0.90367883,0.030890148,1.0,0.65639585,1.0
0.7527883,0.06598292,1.0,0.85160124,1.0
0.18012707,0.05083704,0.0,0.46734932,0.0
0.39925423,0.10840045,1.0,0.74890316,1.0
0.3860131,0.08376595,1.0,0.5314908,1.0
0.95401406,0.018012982,1.0,0.9964025,1.0
0.8706968,0.027649585,0.0,0.973069,0.0
0.23122749,0.06783155,1.0,0.76894295,1.0
0.797058,0.055703968,1.0,0.6342719,1.0
0.1506435,0.026811395,0.0,0.15357363,0.0
0.25272557,0.06646401,0.0,0.8072564,0.0
0.30586743,0.048052542,0.0,0.11553751,0.0
0.19150625,0.05400928,0.0,0.027489606,0.0
0.16191863,0.043122172,1.0,0.58781207,1.0
0.81251657,0.05032482,1.0,0.56421155,1.0
0.24306288,0.05789024,1.0,0.117003985,1.0
0.68346524,0.06784067,1.0,0.47870615,1.0
0.053627595,0.018500153,0.0,0.030567527,0.0
0.6402388,0.07859738,1.0,0.8883144,1.0
0.13673562,0.038823735,0.0,0.12626271,0.0
0.15024535,0.029441252,0.0,0.19274986,0.0
0.7270404,0.07430321,1.0,0.86829853,1.0
0.30695936,0.07397272,0.0,0.28781295,0.0
0.2479383,0.06097656,0.0,0.0703838,0.0
0.16587739,0.043297682,1.0,0.025438318,1.0
0.19605345,0.05340905,0.0,0.06461372,0.0
0.8722198,0.03335928,1.0,0.89247733,1.0
0.13808018,0.043614514,0.0,0.3726657,0.0
0.16205826,0.044163592,0.0,0.3614649,0.0
0.9756586,0.009632411,1.0,0.9966923,1.0
0.17880198,0.047748692,0.0,0.083004944,0.0
0.09550728,0.028045846,0.0,0.043913756,0.0
0.94442284,0.016317492,1.0,0.9873109,1.0
0.31125122,0.07217672,0.0,0.36647588,0.0
0.30583394,0.06352165,0.0,0.088025674,0.0
0.17162092,0.03481725,0.0,0.34015352,0.0
0.56160027,0.06762246,1.0,0.7000887,1.0
0.94401634,0.020931233,1.0,0.9938784,1.0
0.3568382,0.08008058,1.0,0.70709276,1.0
0.5441544,0.09789598,0.0,0.7780341,0.0
0.23588687,0.05692704,0.0,0.25619736,0.0
0.18020499,0.04039436,0.0,0.29828325,0.0
0.9585496,0.017781463,1.0,0.99830794,1.0
0.08350507,0.025574336,0.0,0.32039198,0.0
0.1072094,0.033282716,0.0,0.3216185,0.0
0.9470074,0.015723485,1.0,0.9523096,1.0
0.15645021,0.02724322,0.0,0.08934171,0.0
0.8967617,0.036055017,1.0,0.7384708,1.0
0.15504025,0.02788152,0.0,0.123810984,0.0
0.26455164,0.0552824,0.0,0.24482284,0.0
0.14715499,0.040630363,0.0,0.20622784,0.0
0.27107882,0.069399394,1.0,0.021831717,1.0
0.08081867,0.023313332,0.0,0.13125521,0.0
0.9372591,0.020473776,1.0,0.99575824,1.0
0.2304104,0.054562975,0.0,0.28939328,0.0
0.68866754,0.061030053,0.0,0.5660857,0.0
0.053695485,0.018495232,0.0,0.17711002,0.0
0.9640197,0.013205236,1.0,0.9461905,1.0
0.0744751,0.025035677,0.0,0.22863418,0.0
0.7779515,0.050976478,1.0,0.89982754,1.0
0.12583886,0.024233317,0.0,0.072365046,0.0
0.93435603,0.021244237,1.0,0.89465743,1.0
0.25277603,0.04563305,0.0,0.26507598,0.0
0.06502777,0.022313382,0.0,0.14334089,0.0
0.3362549,0.070665926,1.0,0.45020807,1.0
0.49933785,0.07109816,0.0,0.14054127,0.0
0.21334712,0.054951303,0.0,0.16638963,0.0
0.35358256,0.084192075,0.0,0.16825084,0.0
0.88487166,0.027932102,1.0,0.8656474,1.0
0.49760938,0.08947896,1.0,0.81358707,1.0
0.23412313,0.07088472,0.0,0.29534215,0.0
0.9728661,0.012165368,1.0,0.97236776,1.0
0.19839239,0.05603975,0.0,0.3581814,0.0
0.22203206,0.034336306,0.0,0.42367613,0.0
0.25868893,0.06484345,0.0,0.315737,0.0
0.13852073,0.025370436,0.0,0.093812056,0.0
0.94308573,0.023797046,1.0,0.9460172,1.0
0.81660575,0.04378542,1.0,0.5915119,1.0
0.08421018,0.025804825,0.0,0.05920243,0.0
0.9776789,0.009693667,1.0,0.99285465,1.0
0.7594888,0.055355262,1.0,0.41855478,1.0
0.9084722,0.026139962,1.0,0.8286437,1.0
0.14992897,0.027188074,0.0,0.10955848,0.0
0.124951854,0.043660853,0.0,0.022905154,0.0
0.11711983,0.02211652,1.0,0.1081295,1.0
0.7283649,0.06413838,0.0,0.428067,0.0
0.09432169,0.026986891,0.0,0.026875412,0.0
0.6218892,0.07215494,1.0,0.85841656,1.0
0.36651173,0.08991835,0.0,0.7198379,0.0
0.3885136,0.07207229,0.0,0.17452915,0.0
0.84198534,0.044430405,1.0,0.9242846,1.0
0.46296376,0.08463191,0.0,0.63034,0.0
0.21412417,0.036748856,0.0,0.25606787,0.0
0.7321503,0.081936784,1.0,0.87063444,1.0
0.8599167,0.033133935,1.0,0.9436911,1.0
0.12562001,0.024318777,1.0,0.091944106,1.0
0.6636745,0.06861006,0.0,0.9450501,0.0
0.96089417,0.014428796,1.0,0.9986811,1.0
0.105527736,0.042679604,0.0,0.011709912,0.0
0.893996,0.02939656,1.0,0.87057996,1.0
0.750352,0.061310124,1.0,0.4123454,1.0
0.88410276,0.03206271,1.0,0.9370713,1.0
0.2736193,0.05709832,1.0,0.40282282,1.0
0.21626353,0.049502563,1.0,0.25025642,1.0
0.17541277,0.03443435,0.0,0.08056172,0.0
0.14526303,0.047828697,0.0,0.03974228,0.0
0.51505667,0.07325498,1.0,0.7834721,1.0
0.7885988,0.07139665,1.0,0.7043037,1.0
0.1517615,0.02667302,0.0,0.17156497,0.0
0.9603111,0.01423111,1.0,0.98531705,1.0
0.14163189,0.02620568,0.0,0.09018394,0.0
0.2777667,0.037012085,0.0,0.25823888,0.0
0.9079793,0.04303625,1.0,0.9425135,1.0
0.56499803,0.071197115,1.0,0.82153875,1.0
0.8988008,0.035851426,1.0,0.9832086,1.0
0.10986089,0.028218947,1.0,0.099319346,1.0
0.117168896,0.044728693,0.0,0.08812919,0.0
0.08036719,0.02492808,0.0,0.069098264,0.0
0.56865907,0.07743341,0.0,0.9604355,0.0
0.0719424,0.0234201,0.0,0.09335164,0.0
0.82039434,0.05713149,0.0,0.91786593,0.0
0.53797096,0.06609086,1.0,0.17454419,1.0
0.8574916,0.03407184,0.0,0.9517963,0.0
0.11219229,0.033701364,0.0,0.13297574,0.0
0.14714587,0.043628514,0.0,0.053154815,0.0
0.044051535,0.011445477,0.0,0.024680236,0.0
0.12449098,0.023698531,0.0,0.61937743,0.0
0.5007753,0.0821266,1.0,0.27070254,1.0
0.75308496,0.06433879,0.0,0.42168143,0.0
0.15997204,0.027547557,1.0,0.541652,1.0
0.06322096,0.02205379,0.0,0.093163855,0.0
0.6091607,0.08785054,1.0,0.82695866,1.0
0.9711497,0.011482036,1.0,0.9895682,1.0
0.89936787,0.027322073,1.0,0.9811389,1.0
0.36436015,0.076272845,0.0,0.046709053,0.0
0.1211892,0.023445517,0.0,0.29302716,0.0
0.88352275,0.038166,1.0,0.8341769,1.0
0.18386742,0.053004466,0.0,0.044153474,0.0
0.8815199,0.036532085,1.0,0.98099834,1.0
0.09612603,0.028797824,0.0,0.19026552,0.0
